PanID,Site,Date_collected,Volume_Filtered_ml,Pan_g,Pan + Filter (g),Pan + Dried (g),Pan+Ash (g),Ash_wt_g,VSS_gL,VSS_mgL,POC_mgL,DI + Dried (g),,,,,,,,,
22,COS-TRI,2019-04-10,1000,1.3139,1.426,1.4331,1.4321,0.001,0.001,1,0.5,,,,,,,,,,
24,COS-TRI,2019-04-10,1000,1.2952,1.4071,1.4141,1.4131,0.001,0.001,1,0.5,,,,,,,,,,
25,COS-TRI,2019-04-10,1000,1.3007,1.4129,1.4194,1.4185,0.0009,0.0009,0.9,0.45,,,,,,,,,,
35,WENDELLS,2019-04-10,1000,1.3105,1.4229,1.4379,1.4363,0.0016,0.0016,1.6,0.8,,,,,,,,,,
36,WENDELLS,2019-04-10,1000,1.307,1.4193,1.4352,1.4336,0.0016,0.0016,1.6,0.8,,,,,,,,,,
37,WENDELLS,2019-04-10,1000,1.2923,1.4037,1.4188,1.4171,0.0017,0.0017,1.7,0.85,,,,,,,,,,
7,KNAGGS,2019-04-10,300,1.2774,1.388,1.4292,1.425,0.0042,0.014,14,7,1.4252,,,,,,,,,
8,KNAGGS,2019-04-10,300,1.2947,1.4059,1.442,1.4381,0.0039,0.013,13,6.5,1.4382,,,,,,,,,
9,KNAGGS,2019-04-10,300,1.2896,1.4015,1.4445,1.4403,0.0042,0.014,14,7,1.4404,,,,,,,,,
12,COS-BEACH,2019-04-11,1000,1.3034,1.4149,1.425,1.4233,0.0017,0.0017,1.7,0.85,,,,,,,,,,
13,COS-BEACH,2019-04-11,1000,1.3171,1.4282,1.4328,1.4317,0.0011,0.0011,1.1,0.55,,,,,,,,,,
16,COS-BEACH,2019-04-11,1000,1.3055,1.4161,1.4207,1.4197,0.001,0.001,1,0.5,,,,,,,,,,
31,MOK-US-RR,2019-04-11,1000,1.3048,1.4158,1.4255,1.4242,0.0013,0.0013,1.3,0.65,,,,,,,,,,
33,MOK-US-RR,2019-04-11,1000,1.2856,1.3965,1.4072,1.406,0.0012,0.0012,1.2,0.6,,,,,,,,,,
34,MOK-US-RR,2019-04-11,1000,1.3088,1.4196,1.43,1.4287,0.0013,0.0013,1.3,0.65,,,,,,,,,,
10,XSSAC,2019-04-22,800,1.2897,1.4024,1.4285,1.4261,0.0024,0.003,3,1.5,1.4262,,,,,,,,,
11,XSSAC,2019-04-22,800,1.3136,1.4261,1.4532,1.4507,0.0025,0.003125,3.125,1.5625,1.4507,,,,,,,,,
14,XSSAC,2019-04-22,800,1.308,1.4195,1.4455,1.4431,0.0024,0.003,3,1.5,1.4431,,,,,,,,,
21,COS-TRI,2019-04-23,1000,1.3031,1.4153,1.4202,1.4188,0.0014,0.0014,1.4,0.7,1.4187,,,,,,,,,
23,COS-TRI,2019-04-23,1000,1.3079,1.4186,1.4241,1.4226,0.0015,0.0015,1.5,0.75,1.4225,,,,,,,,,
1,COS-TRI,2019-04-23,1000,1.3044,1.416,1.4209,1.4196,0.0013,0.0013,1.3,0.65,1.4197,,,,,,,,,
8,WENDELLS,2019-04-23,1000,1.2947,1.4061,1.4179,1.4165,0.0014,0.0014,1.4,0.7,1.4165,,,,,,,,,
9,WENDELLS,2019-04-23,1000,1.2896,1.4008,1.4132,1.4116,0.0016,0.0016,1.6,0.8,1.4117,,,,,,,,,
12,WENDELLS,2019-04-23,1000,1.3035,1.4152,1.4278,1.4261,0.0017,0.0017,1.7,0.85,1.426,,,,,,,,,
13,MOK-US-RR,2019-04-25,1000,1.3172,1.4293,1.4377,1.4366,0.0011,0.0011,1.1,0.55,1.4366,,,,,,,,,
15,MOK-US-RR,2019-04-25,1000,1.3008,1.4119,1.4207,1.4194,0.0013,0.0013,1.3,0.65,1.4196,,,,,,,,,
16,MOK-US-RR,2019-04-25,1000,1.3055,1.4164,1.4238,1.4225,0.0013,0.0013,1.3,0.65,1.4229,,,,,,,,,
22,COS-BEACH,2019-04-25,1000,1.3141,1.4252,1.4297,1.4279,0.0018,0.0018,1.8,0.9,1.4284,,,,,,,,,
24,COS-BEACH,2019-04-25,1000,1.2953,1.4071,1.411,1.4097,0.0013,0.0013,1.3,0.65,1.4099,,,,,,,,,
25,COS-BEACH,2019-04-25,1000,1.3012,1.4132,1.4177,1.4163,0.0014,0.0014,1.4,0.7,1.4166,,,,,,,,,
19,BABYMARSH,2019-04-26,600,1.3014,1.4127,1.4244,1.4223,0.0021,0.0035,3.5,1.75,1.4266,,,,,,,,,
20,BABYMARSH,2019-04-26,600,1.3117,1.4221,1.434,1.432,0.002,0.003333333,3.333333333,1.666666667,1.4322,,,,,,,,,
30,BABYMARSH,2019-04-26,600,1.3074,1.4186,1.43,1.428,0.002,0.003333333,3.333333333,1.666666667,1.4282,,,,,,,,,
33,XSSAC,2019-05-06,805,1.2857,1.3967,1.4213,1.4193,0.002,0.002484472,2.48447205,1.242236025,,,,,,,,,,
34,XSSAC,2019-05-06,925,1.3088,1.421,1.4424,1.4404,0.002,0.002162162,2.162162162,1.081081081,,,,,,,,,,
35,XSSAC,2019-05-06,775,1.311,1.4227,1.4489,1.4463,0.0026,0.003354839,3.35483871,1.677419355,,,,,,,,,,
2,BABYMARSH,2019-05-07,400,1.2756,1.387,1.3999,1.3982,0.0017,0.00425,4.25,2.125,,,,,,,,,,
3,BABYMARSH,2019-05-07,500,1.2883,1.4001,1.4188,1.4165,0.0023,0.0046,4.6,2.3,,,,,,,,,,
4,BABYMARSH,2019-05-07,475,1.3106,1.4215,1.4397,1.4373,0.0024,0.005052632,5.052631579,2.526315789,,,,,,,,,,
9,COS-TRI,2019-05-08,300,1.2896,1.4015,1.4087,1.4071,0.0016,0.005333333,5.333333333,2.666666667,,,,,,,,,,
10,COS-TRI,2019-05-08,300,1.2895,1.4016,1.4081,1.4065,0.0016,0.005333333,5.333333333,2.666666667,,,,,,,,,,
11,COS-TRI,2019-05-08,300,1.3135,1.425,1.4315,1.4299,0.0016,0.005333333,5.333333333,2.666666667,,,,,,,,,,
17,WENDELLS,2019-05-08,1000,1.2992,1.4112,1.4238,1.4221,0.0017,0.0017,1.7,0.85,,,,,,,,,,
18,WENDELLS,2019-05-08,1000,1.3003,1.4118,1.4229,1.4215,0.0014,0.0014,1.4,0.7,,,,,,,,,,
21,WENDELLS,2019-05-08,1000,1.3029,1.4149,1.4267,1.4252,0.0015,0.0015,1.5,0.75,,,,,,,,,,
29,MOK-US-RR,2019-05-08,1000,1.3036,1.4145,1.4234,1.4219,0.0015,0.0015,1.5,0.75,,,,,,,,,,
31,MOK-US-RR,2019-05-08,1000,1.305,1.416,1.4246,1.4232,0.0014,0.0014,1.4,0.7,,,,,,,,,,
13,MOK-US-RR,2019-05-08,1000,1.3173,1.4287,1.4376,1.4362,0.0014,0.0014,1.4,0.7,,,,,,,,,,
19,COS-BEACH,2019-05-08,700,1.3015,1.4137,1.4221,1.4207,0.0014,0.002,2,1,,,,,,,,,,
20,COS-BEACH,2019-05-08,700,1.3115,1.4244,1.43,1.4286,0.0014,0.002,2,1,,,,,,,,,,
22,COS-BEACH,2019-05-08,700,1.314,1.426,1.4321,1.4307,0.0014,0.002,2,1,,,,,,,,,,
30,XSSAC,2019-05-21,750,1.3075,1.4184,1.4375,1.4356,0.0019,0.002533333,2.533333333,1.266666667,,,,,,,,,,
1,XSSAC,2019-05-21,750,1.3046,1.4169,1.4389,1.4367,0.0022,0.002933333,2.933333333,1.466666667,,,,,,,,,,
2,XSSAC,2019-05-21,750,1.2759,1.3865,1.4046,1.4027,0.0019,0.002533333,2.533333333,1.266666667,,,,,,,,,,
7,COS-TRI,2019-05-22,1000,1.2779,1.3888,1.3959,1.3942,0.0017,0.0017,1.7,0.85,,,,,,,,,,
8,COS-TRI,2019-05-22,1000,1.2949,1.4062,1.4159,1.414,0.0019,0.0019,1.9,0.95,,,,,,,,,,
9,COS-TRI,2019-05-22,1000,1.2898,1.4021,1.414,1.4118,0.0022,0.0022,2.2,1.1,,,,,,,,,,
12,COS-BEACH,2019-05-22,1075,1.3034,1.4156,1.4198,1.4085,0.0113,0.010511628,10.51162791,5.255813953,,,,,,,,,,
13,COS-BEACH,2019-05-22,1080,1.3174,1.429,1.4332,1.4317,0.0015,0.001388889,1.388888889,0.694444444,,,,,,,,,,
14,COS-BEACH,2019-05-22,1150,1.3082,1.42,1.4238,1.4226,0.0012,0.001043478,1.043478261,0.52173913,,,,,,,,,,
17,MOK-US-RR,2019-05-22,1500,1.2992,1.4105,1.4274,1.4252,0.0022,0.001466667,1.466666667,0.733333333,,,,,,,,,,
18,MOK-US-RR,2019-05-22,1500,1.3002,1.4119,1.4273,1.4252,0.0021,0.0014,1.4,0.7,,,,,,,,,,
19,MOK-US-RR,2019-05-22,1500,1.3016,1.4136,1.4261,1.4244,0.0017,0.001133333,1.133333333,0.566666667,,,,,,,,,,
22,BABYMARSH,2019-05-23,500,1.3143,1.4261,1.4413,1.4392,0.0021,0.0042,4.2,2.1,,,,,,,,,,
23,BABYMARSH,2019-05-23,500,1.3079,1.4193,1.433,1.4312,0.0018,0.0036,3.6,1.8,,,,,,,,,,
24,BABYMARSH,2019-05-23,500,1.2957,1.4075,1.421,1.4192,0.0018,0.0036,3.6,1.8,,,,,,,,,,
29,COS-TRI,2019-06-03,1000,1.3037,1.4151,1.4204,1.4193,0.0011,0.0011,1.1,0.55,,,,,,,,,,
31,COS-TRI,2019-06-03,1000,1.3051,1.4169,1.4222,1.421,0.0012,0.0012,1.2,0.6,,,,,,,,,,
32,COS-TRI,2019-06-03,1000,1.2814,1.3921,1.3978,1.3967,0.0011,0.0011,1.1,0.55,,,,,,,,,,
3,WENDELLS,2019-06-03,1000,1.2885,1.3996,1.4104,1.4088,0.0016,0.0016,1.6,0.8,,,,,,,,,,
4,WENDELLS,2019-06-03,1000,1.3106,1.4211,1.4332,1.4319,0.0013,0.0013,1.3,0.65,,,,,,,,,,
7,WENDELLS,2019-06-03,1000,1.2779,1.3886,1.4005,1.3989,0.0016,0.0016,1.6,0.8,,,,,,,,,,
10,COS-BEACH,2019-06-03,600,1.2899,1.401,1.4041,1.4036,0.0005,0.000833333,0.833333333,0.416666667,,,,,,,,,,
11,COS-BEACH,2019-06-03,600,1.3137,1.425,1.4292,1.4279,0.0013,0.002166667,2.166666667,1.083333333,,,,,,,,,,
12,COS-BEACH,2019-06-03,600,1.3034,1.415,1.4176,1.4167,0.0009,0.0015,1.5,0.75,,,,,,,,,,
15,MOK-US-RR,2019-06-03,1500,1.3012,1.4124,1.4271,1.4251,0.002,0.001333333,1.333333333,0.666666667,,,,,,,,,,
16,MOK-US-RR,2019-06-03,1500,1.3058,1.4173,1.4315,1.4293,0.0022,0.001466667,1.466666667,0.733333333,,,,,,,,,,
17,MOK-US-RR,2019-06-03,1500,1.2993,1.4107,1.4247,1.4226,0.0021,0.0014,1.4,0.7,,,,,,,,,,
20,XSSAC,2019-06-04,1000,1.3118,1.4229,1.4501,1.4469,0.0032,0.0032,3.2,1.6,,,,,,,,,,
21,XSSAC,2019-06-04,1000,1.3032,1.4152,1.4448,1.4419,0.0029,0.0029,2.9,1.45,,,,,,,,,,
22,XSSAC,2019-06-04,1000,1.3146,1.4256,1.4544,1.4513,0.0031,0.0031,3.1,1.55,,,,,,,,,,
25,BABYMARSH,2019-06-04,700,1.3015,1.4135,1.4329,1.4299,0.003,0.004285714,4.285714286,2.142857143,,,,,,,,,,
27,BABYMARSH,2019-06-04,700,1.2911,1.4025,1.4218,1.4191,0.0027,0.003857143,3.857142857,1.928571429,,,,,,,,,,
30,BABYMARSH,2019-06-04,700,1.3079,1.4195,1.4363,1.4339,0.0024,0.003428571,3.428571429,1.714285714,,,,,,,,,,
1,COS-TRI,2019-06-13,250,1.305,1.4157,1.4195,1.4179,0.0016,0.0064,6.4,3.2,,,,,,,,,,
2,COS-TRI,2019-06-13,250,1.2763,1.3879,1.3915,1.3898,0.0017,0.0068,6.8,3.4,,,,,,,,,,
3,COS-TRI,2019-06-13,250,1.2886,1.4001,1.4037,1.4021,0.0016,0.0064,6.4,3.2,,,,,,,,,,
8,WENDELLS,2019-06-18,1000,1.2952,1.406,1.4128,1.4116,0.0012,0.0012,1.2,0.6,,,,,,,,,,
9,WENDELLS,2019-06-18,1000,1.2903,1.401,1.4085,1.4074,0.0011,0.0011,1.1,0.55,,,,,,,,,,
10,WENDELLS,2019-06-18,1000,1.2898,1.4024,1.4114,1.41,0.0014,0.0014,1.4,0.7,,,,,,,,,,
13,COS-TRI,2019-06-18,300,1.3177,1.4294,1.4358,1.433,0.0028,0.009333333,9.333333333,4.666666667,,,,,,,,,,
14,COS-TRI,2019-06-18,250,1.3082,1.4204,1.4279,1.4249,0.003,0.012,12,6,,,,,,,,,,
18,COS-TRI,2019-06-18,200,1.3007,1.4122,1.4183,1.4159,0.0024,0.012,12,6,,,,,,,,,,
24,XSSAC,2019-06-18,1000,1.2957,1.4078,1.4281,1.4261,0.002,0.002,2,1,,,,,,,,,,
26,XSSAC,2019-06-18,1000,1.299,1.4088,1.4295,1.4273,0.0022,0.0022,2.2,1.1,,,,,,,,,,
29,XSSAC,2019-06-18,1000,1.3037,1.4145,1.4349,1.4326,0.0023,0.0023,2.3,1.15,,,,,,,,,,
15,COS-BEACH,2019-06-19,1000,1.3011,1.4121,1.4211,1.4196,0.0015,0.0015,1.5,0.75,,,,,,,,,,
16,COS-BEACH,2019-06-19,1000,1.3056,1.4158,1.4257,1.424,0.0017,0.0017,1.7,0.85,,,,,,,,,,
20,COS-BEACH,2019-06-19,1000,1.3117,1.4229,1.4312,1.4296,0.0016,0.0016,1.6,0.8,,,,,,,,,,
25,MOK-US-RR,2019-06-19,1500,1.3016,1.4128,1.4344,1.432,0.0024,0.0016,1.6,0.8,,,,,,,,,,
27,MOK-US-RR,2019-06-19,1500,1.2908,1.4018,1.426,1.4235,0.0025,0.001666667,1.666666667,0.833333333,,,,,,,,,,
30,MOK-US-RR,2019-06-19,1500,1.3078,1.4184,1.4408,1.4384,0.0024,0.0016,1.6,0.8,,,,,,,,,,
33,BABYMARSH,2019-06-20,610,1.2858,1.3972,1.4129,1.411,0.0019,0.003114754,3.114754098,1.557377049,,,,,,,,,,
34,BABYMARSH,2019-06-20,640,1.3092,1.4211,1.4389,1.4366,0.0023,0.00359375,3.59375,1.796875,,,,,,,,,,
35,BABYMARSH,2019-06-20,650,1.3113,1.4225,1.4396,1.4374,0.0022,0.003384615,3.384615385,1.692307692,,,,,,,,,,
8,BABYMARSH,2019-07-25,725,1.2951,1.4055,1.4183,1.4168,0.0015,0.002068966,2.068965517,1.034482759,,,,,,,,,,
9,BABYMARSH,2019-07-25,775,1.2903,1.4007,1.4144,1.4127,0.0017,0.002193548,2.193548387,1.096774194,,,,,,,,,,
10,BABYMARSH,2019-07-25,610,1.2899,1.4004,1.4118,1.4103,0.0015,0.002459016,2.459016393,1.229508197,,,,,,,,,,
15,MOK-US-RR,2019-07-25,1500,1.3011,1.4123,1.4213,1.4199,0.0014,0.000933333,0.933333333,0.466666667,,,,,,,,,,
16,MOK-US-RR,2019-07-25,1500,1.3057,1.4162,1.4253,1.4238,0.0015,0.001,1,0.5,,,,,,,,,,
17,MOK-US-RR,2019-07-25,1500,1.2995,1.4102,1.4199,1.4183,0.0016,0.001066667,1.066666667,0.533333333,,,,,,,,,,
21,COS-BEACH,2019-07-25,500,1.3033,1.415,1.4261,1.4241,0.002,0.004,4,2,,,,,,,,,,
22,COS-BEACH,2019-07-25,500,1.3147,1.4259,1.4364,1.4345,0.0019,0.0038,3.8,1.9,,,,,,,,,,
24,COS-BEACH,2019-07-25,500,1.2958,1.4058,1.4152,1.4136,0.0016,0.0032,3.2,1.6,,,,,,,,,,
27,XSSAC,2019-07-25,1300,1.2913,1.4028,1.4268,1.4245,0.0023,0.001769231,1.769230769,0.884615385,,,,,,,,,,
30,XSSAC,2019-07-25,1300,1.308,1.4199,1.4414,1.4392,0.0022,0.001692308,1.692307692,0.846153846,,,,,,,,,,
31,XSSAC,2019-07-25,1250,1.306,1.4163,1.4392,1.4368,0.0024,0.00192,1.92,0.96,,,,,,,,,,
34,BABYMARSH,2019-08-20,500,1.3091,1.4198,1.4302,1.4287,0.0015,0.003,3,1.5,,,,,,,,,,
35,BABYMARSH,2019-08-20,500,1.3115,1.4216,1.4334,1.4316,0.0018,0.0036,3.6,1.8,,,,,,,,,,
1,BABYMARSH,2019-08-20,500,1.3048,1.4165,1.4274,1.4257,0.0017,0.0034,3.4,1.7,,,,,,,,,,
4,COS-BEACH,2019-08-20,500,1.3108,1.4226,1.4332,1.4316,0.0016,0.0032,3.2,1.6,,,,,,,,,,
7,COS-BEACH,2019-08-20,500,1.278,1.3894,1.4008,1.3988,0.002,0.004,4,2,,,,,,,,,,
8,COS-BEACH,2019-08-20,500,1.2953,1.4058,1.4171,1.4152,0.0019,0.0038,3.8,1.9,,,,,,,,,,
10,MOK-US-RR,2019-08-20,1300,1.2903,1.4022,1.4085,1.4074,0.0011,0.000846154,0.846153846,0.423076923,,,,,,,,,,
12,MOK-US-RR,2019-08-20,1300,1.3036,1.4147,1.4211,1.4199,0.0012,0.000923077,0.923076923,0.461538462,,,,,,,,,,
15,MOK-US-RR,2019-08-20,1600,1.3013,1.4132,1.4206,1.4193,0.0013,0.0008125,0.8125,0.40625,,,,,,,,,,
19,XSSAC,2019-08-20,1000,1.302,1.4137,1.4301,1.4277,0.0024,0.0024,2.4,1.2,,,,,,,,,,
21,XSSAC,2019-08-20,1000,1.3033,1.4149,1.4305,1.4287,0.0018,0.0018,1.8,0.9,,,,,,,,,,
22,XSSAC,2019-08-20,1300,1.3147,1.426,1.4444,1.4423,0.0021,0.001615385,1.615384615,0.807692308,,,,,,,,,,
7,COS-BEACH,2019-09-10,500,1.2778,1.3886,1.4008,1.3983,0.0025,0.005,5,2.5,,,,,,,,,,
8,COS-BEACH,2019-09-10,500,1.2951,1.4057,1.4182,1.4155,0.0027,0.0054,5.4,2.7,,,,,,,,,,
10,COS-BEACH,2019-09-10,500,1.2901,1.4012,1.4133,1.4106,0.0027,0.0054,5.4,2.7,,,,,,,,,,
34,MOK-US-RR,2019-09-10,1500,1.3092,1.42,1.4249,1.4237,0.0012,0.0008,0.8,0.4,,,,,,,,,,
35,MOK-US-RR,2019-09-10,1500,1.3108,1.423,1.4294,1.4279,0.0015,0.001,1,0.5,,,,,,,,,,
1,MOK-US-RR,2019-09-10,1500,1.305,1.4146,1.4198,1.4184,0.0014,0.000933333,0.933333333,0.466666667,,,,,,,,,,
11,BABYMARSH,2019-09-10,1000,1.314,1.4265,1.4451,1.4421,0.003,0.003,3,1.5,,,,,,,,,,
14,BABYMARSH,2019-09-10,1000,1.3082,1.4191,1.4391,1.4356,0.0035,0.0035,3.5,1.75,,,,,,,,,,
16,BABYMARSH,2019-09-10,1000,1.3058,1.4166,1.4368,1.4335,0.0033,0.0033,3.3,1.65,,,,,,,,,,
23,XSSAC,2019-09-10,1500,1.3081,1.4179,1.4402,1.4375,0.0027,0.0018,1.8,0.9,,,,,,,,,,
24,XSSAC,2019-09-10,1500,1.3019,1.4143,1.4355,1.4326,0.0029,0.001933333,1.933333333,0.966666667,,,,,,,,,,
25,XSSAC,2019-09-10,1500,1.3019,1.4143,1.4355,1.4315,0.004,0.002666667,2.666666667,1.333333333,,,,,,,,,,
40,BABYMARSH,2019-10-15,1000,1.2992,1.4097,1.4189,1.4173,0.0016,0.0016,1.6,0.8,,,,,,,,,,
41,BABYMARSH,2019-10-15,1000,1.2988,1.4091,1.4183,1.4167,0.0016,0.0016,1.6,0.8,,,,,,,,,,
42,BABYMARSH,2019-10-15,1000,1.2879,1.3978,1.4076,1.4062,0.0014,0.0014,1.4,0.7,,,,,,,,,,
45,MOK-US-RR,2019-10-15,1000,1.2944,1.4048,1.4085,1.4077,0.0008,0.0008,0.8,0.4,,,,,,,,,,
46,MOK-US-RR,2019-10-15,1000,1.2967,1.4068,1.4104,1.4098,0.0006,0.0006,0.6,0.3,,,,,,,,,,
47,MOK-US-RR,2019-10-15,1000,1.2919,1.4027,1.4068,1.406,0.0008,0.0008,0.8,0.4,,,,,,,,,,
50,COS-BEACH,2019-10-15,550,1.297,1.4068,1.4151,1.4133,0.0018,0.003272727,3.272727273,1.636363636,,,,,,,,,,
51,COS-BEACH,2019-10-15,500,1.3823,1.3823,1.3913,1.3896,0.0017,0.0034,3.4,1.7,,,,,,,,,,
52,COS-BEACH,2019-10-15,500,1.2948,1.406,1.4161,1.4142,0.0019,0.0038,3.8,1.9,,,,,,,,,,
55,XSSAC,2019-10-15,1000,1.3005,1.4114,1.4288,1.4267,0.0021,0.0021,2.1,1.05,,,,,,,,,,
56,XSSAC,2019-10-15,1000,1.2824,1.3925,1.4094,1.4066,0.0028,0.0028,2.8,1.4,,,,,,,,,,
57,XSSAC,2019-10-15,1000,1.3052,1.4157,1.436,1.4337,0.0023,0.0023,2.3,1.15,,,,,,,,,,
43,BABYMARSH,2019-11-19,1000,1.2964,1.4077,1.417,1.4156,0.0014,0.0014,1.4,0.7,,,,,,,,,,
44,BABYMARSH,2019-11-19,1000,1.294,1.4051,1.4144,1.4131,0.0013,0.0013,1.3,0.65,,,,,,,,,,
45,BABYMARSH,2019-11-19,1000,1.2944,1.4061,1.4151,1.4138,0.0013,0.0013,1.3,0.65,,,,,,,,,,
48,MOK-US-RR,2019-11-19,1500,1.2981,1.4091,1.413,1.4123,0.0007,0.000466667,0.466666667,0.233333333,,,,,,,,,,
49,MOK-US-RR,2019-11-19,1500,1.2956,1.4069,1.4114,1.4107,0.0007,0.000466667,0.466666667,0.233333333,,,,,,,,,,
50,MOK-US-RR,2019-11-19,1500,1.2972,1.4085,1.4125,1.4116,0.0009,0.0006,0.6,0.3,,,,,,,,,,
53,COS-BEACH,2019-11-19,1000,1.2958,1.4072,1.4175,1.4159,0.0016,0.0016,1.6,0.8,,,,,,,,,,
54,COS-BEACH,2019-11-19,1000,1.2842,1.3949,1.4053,1.4039,0.0014,0.0014,1.4,0.7,,,,,,,,,,
55,COS-BEACH,2019-11-19,1000,1.3008,1.4122,1.4217,1.4204,0.0013,0.0013,1.3,0.65,,,,,,,,,,
58,XSSAC,2019-11-19,1000,1.3032,1.4145,1.425,1.4233,0.0017,0.0017,1.7,0.85,,,,,,,,,,
59,XSSAC,2019-11-19,1000,1.2995,1.4107,1.4211,1.4198,0.0013,0.0013,1.3,0.65,,,,,,,,,,
1,XSSAC,2019-11-19,1000,1.3047,1.4159,1.4274,1.4262,0.0012,0.0012,1.2,0.6,,,,,,,,,,
40,WENDELLS,2019-12-09,325,1.2988,1.4107,1.4299,1.4274,0.0025,0.007692308,7.692307692,3.846153846,,,,,,,,,,
41,WENDELLS,2019-12-09,325,1.2985,1.4105,1.4272,1.4249,0.0023,0.007076923,7.076923077,3.538461538,,,,,,,,,,
42,WENDELLS,2019-12-09,325,1.2878,1.3998,1.4189,1.4161,0.0028,0.008615385,8.615384615,4.307692308,,,,,,,,,,
46,BABYMARSH,2019-12-10,825,1.2965,1.4086,1.4207,1.4189,0.0018,0.002181818,2.181818182,1.090909091,,,,,,,,,,
47,BABYMARSH,2019-12-10,775,1.2922,1.4031,1.4146,1.413,0.0016,0.002064516,2.064516129,1.032258065,,,,,,,,,,
48,BABYMARSH,2019-12-10,800,1.2982,1.4105,1.4219,1.4203,0.0016,0.002,2,1,,,,,,,,,,
51,MOK-US-RR,2019-12-10,1500,1.2727,1.3838,1.3879,1.3869,0.001,0.000666667,0.666666667,0.333333333,,,,,,,,,,
52,MOK-US-RR,2019-12-10,1500,1.2952,1.4072,1.411,1.4101,0.0009,0.0006,0.6,0.3,,,,,,,,,,
53,MOK-US-RR,2019-12-10,1500,1.2959,1.4074,1.4119,1.4109,0.001,0.000666667,0.666666667,0.333333333,,,,,,,,,,
56,COS-BEACH,2019-12-10,500,1.2829,1.394,1.4043,1.4022,0.0021,0.0042,4.2,2.1,,,,,,,,,,
57,COS-BEACH,2019-12-10,500,1.3055,1.4174,1.427,1.4249,0.0021,0.0042,4.2,2.1,,,,,,,,,,
58,COS-BEACH,2019-12-10,500,1.3035,1.4151,1.4248,1.4225,0.0023,0.0046,4.6,2.3,,,,,,,,,,
2,XSSAC,2019-12-10,450,1.2764,1.3882,1.4127,1.4099,0.0028,0.006222222,6.222222222,3.111111111,,,,,,,,,,
3,XSSAC,2019-12-10,450,1.2888,1.4002,1.4227,1.4197,0.003,0.006666667,6.666666667,3.333333333,,,,,,,,,,
4,XSSAC,2019-12-10,450,1.3107,1.4211,1.4472,1.4445,0.0027,0.006,6,3,,,,,,,,,,
57,XSSAC,2020-01-08,1000,1.3055,1.4165,1.4301,1.4289,0.0012,0.0012,1.2,0.6,,,,,,,,,,
58,XSSAC,2020-01-08,1000,1.3034,1.4164,1.4314,1.4294,0.002,0.002,2,1,,,,,,,,,,
59,XSSAC,2020-01-08,1000,1.2995,1.4113,1.4251,1.4234,0.0017,0.0017,1.7,0.85,,,,,,,,,,
3,BABYMARSH,2020-01-09,1200,1.2887,1.4005,1.4066,1.4055,0.0011,0.000916667,0.916666667,0.458333333,,,,,,,,,,
4,BABYMARSH,2020-01-09,1200,1.3106,1.4222,1.4304,1.4291,0.0013,0.001083333,1.083333333,0.541666667,,,,,,,,,,
7,BABYMARSH,2020-01-09,1000,1.2776,1.3904,1.3962,1.395,0.0012,0.0012,1.2,0.6,,,,,,,,,,
10,COS-BEACH,2020-01-09,1300,1.29101,1.4019,1.4098,1.4081,0.0017,0.001307692,1.307692308,0.653846154,,,,,,,,,,
11,COS-BEACH,2020-01-09,1500,1.3138,1.4269,1.4359,1.4342,0.0017,0.001133333,1.133333333,0.566666667,,,,,,,,,,
12,COS-BEACH,2020-01-09,1000,1.3026,1.4139,1.4216,1.42,0.0016,0.0016,1.6,0.8,,,,,,,,,,
42,MOK-US-RR,2020-01-09,1500,1.2883,1.4005,1.4025,1.4019,0.0006,0.0004,0.4,0.2,,,,,,,,,,
43,MOK-US-RR,2020-01-09,1500,1.2966,1.409,1.4116,1.4108,0.0008,0.000533333,0.533333333,0.266666667,,,,,,,,,,
44,MOK-US-RR,2020-01-09,1500,1.2941,1.4068,1.4089,1.4082,0.0007,0.000466667,0.466666667,0.233333333,,,,,,,,,,
47,KNAGGS,2020-01-08,500,1.2926,1.4046,1.415,1.4134,0.0016,0.0032,3.2,1.6,,,,,,,,,,
48,KNAGGS,2020-01-08,470,1.2982,1.41,1.4196,1.4182,0.0014,0.002978723,2.978723404,1.489361702,,,,,,,,,,
49,KNAGGS,2020-01-08,500,1.2959,1.4071,1.4171,1.4157,0.0014,0.0028,2.8,1.4,,,,,,,,,,
2,BABYMARSH,2020-02-11,1250,1.2768,1.3901,1.401,1.3992,0.0018,0.00144,1.44,0.72,,,,,,,,,,
